-0.33333, -0.16667, 0.08333, 0.25, -0.16667, 0.08333, 0.25, 0.5, 0.08333, 0.25, 0.5, 0.66667, 0.25, 0.5, 0.66667, 0.83333, 0.5, 0.66667, 0.83333, 1.08333, 0.66667, 0.83333, 1.08333, 1.25, 0.83333, 1.08333, 1.25, 1.5, 1.08333, 1.25, 1.5, 1.66667, 0.25, 0.5, 0.66667, 0.83333, 0.5, 0.66667, 0.83333, 1.08333, 0.66667, 0.83333, 1.08333, 1.25, 0.83333, 1.08333, 1.25, 1.5, 1.08333, 1.25, 1.5, 1.66667, 1.25, 1.5, 1.66667, 1.83333, 1.5, 1.66667, 1.83333, 2.08333, 1.66667, 1.83333, 2.08333, 2.25
0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.75, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.58333, 1.75, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.75, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.58333, 1.75
0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 1.91667, 2.0, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.75, 1.58333, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 1.91667, 2.0, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.91667, 0.75, 1.33333, 1.75, 1.58333
0.75, 1.33333, 1.75, 0.75, 1.33333, 1.75, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 2.16667, 0.58333, 1.33333, 1.91667, 0.58333, 1.33333, 1.91667, 0.41667, 1.41667, 2.0, 0.41667, 1.41667, 2.0, 0.16667, 0.75, 1.33333, 1.41667, 0.75, 1.33333, 1.75, 0.75, 1.33333, 1.75, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 0.75, 1.33333, 2.0, 2.16667, 0.58333, 1.33333, 1.91667, 0.58333, 1.33333, 1.91667, 0.41667, 1.41667, 2.0, 0.41667, 1.41667, 2.0, 0.16667, 0.75, 1.33333, 1.41667
0.0, 0.58333, 1.0, 0.0, 0.58333, 1.0, 0.0, 0.58333, 1.16667, 0.0, 0.58333, 1.16667, 0.0, 0.58333, 1.25, 1.41667, 0.0, 0.41667, 0.83333, 0.0, 0.41667, 0.83333, 0.0, 0.58333, 0.75, 0.0, 0.58333, 0.75, 0.0, 0.58333, 0.75, 0.83333, 0.0, 0.58333, 1.0, 0.0, 0.58333, 1.0, 0.0, 0.58333, 1.16667, 0.0, 0.58333, 1.16667, 0.0, 0.58333, 1.25, 1.41667, 0.0, 0.41667, 0.83333, 0.0, 0.41667, 0.83333, 0.0, 0.58333, 0.75, 0.0, 0.58333, 0.75, 0.0, 0.58333, 0.75, 0.83333
1.0, 0.58333, 0.0, 1.0, 0.58333, 0.0, 1.16667, 0.58333, 0.0, 1.33333, 0.58333, 0.0, 1.58333, 0.58333, 0.0, 1.16667, 0.0, 0.75, 1.41667, 0.0, 0.75, 1.41667, 0.0, 0.58333, 1.33333, 0.0, 0.58333, 1.33333, 0.0, 0.58333, 1.16667, 1.33333, 1.0, 0.58333, 0.0, 1.0, 0.58333, 0.0, 1.16667, 0.58333, 0.0, 1.33333, 0.58333, 0.0, 1.58333, 0.58333, 0.0, 1.16667, 0.0, 0.75, 1.41667, 0.0, 0.75, 1.41667, 0.0, 0.58333, 1.33333, 0.0, 0.58333, 1.33333, 0.0, 0.58333, 1.16667, 1.33333
-1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -0.75, 0.25, 1.25, 0.25, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -0.75, 0.25, 1.25, 0.25, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -0.75, 0.25, 1.25, 0.25, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 0.0, 1.0, -0.75, 0.25, 1.25, 0.25
0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 1.41667, 0.16667, 0.75, 1.16667, 0.16667, 0.75, 1.16667, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 0.91667, 1.0, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 1.41667, 0.16667, 0.75, 1.16667, 0.16667, 0.75, 1.16667, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 0.91667, 1.0
0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 1.41667, -0.16667, 0.75, 1.16667, -0.16667, 0.75, 1.16667, -0.25, 0.75, 1.33333, -0.41667, 0.75, 1.41667, -0.41667, 0.75, 1.41667, 1.58333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 0.16667, 0.75, 1.33333, 1.41667, -0.16667, 0.75, 1.16667, -0.16667, 0.75, 1.16667, -0.25, 0.75, 1.33333, -0.41667, 0.75, 1.41667, -0.41667, 0.75, 1.41667, 1.58333
1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.41667, 1.16667, -0.16667, 0.75, 1.16667, -0.16667, 0.75, 1.33333, -0.25, 0.75, 1.41667, -0.41667, 0.75, 1.41667, -0.41667, 0.75, 1.58333, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.0, 0.16667, 0.75, 1.41667, 1.16667, -0.16667, 0.75, 1.16667, -0.16667, 0.75, 1.33333, -0.25, 0.75, 1.41667, -0.41667, 0.75, 1.41667, -0.41667, 0.75, 1.58333
0.41667, 1.41667, 0.58333, 1.58333, 0.66667, 1.66667, 0.41667, 1.41667, 0.58333, 1.58333, 0.66667, 1.66667, 0.41667, 1.41667, 0.58333, 1.58333, 0.58333, 1.58333, 0.66667, 1.66667, 0.83333, 1.83333, 0.58333, 1.58333, 0.66667, 1.66667, 0.83333, 1.83333, 0.58333, 1.58333, 0.66667, 1.66667, 0.41667, 1.41667, 0.58333, 1.58333, 0.25, 1.25, 0.41667, 1.41667, 0.58333, 1.58333, 1.0, 2.0, 0.41667, 1.41667, 0.58333, 1.58333, 0.0, 1.0, 0.41667, 1.41667, 1.0, 2.0, 0.0, 1.0, 0.58333, 1.58333, 0.66667, 1.66667, 0.83333, 1.83333, 0.66667, 1.66667
