-1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -2.0, -1.0, -1.0, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -1.75, -0.75, -0.75, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -2.0, -0.83333, -2.0, -1.0, -1.0
-1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -0.83333, -1.83333
-0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333, -0.75, -1.75, -1.83333, -1.83333, -1.25, -1.83333, -1.83333, -1.75, -1.83333, -1.0, -0.83333, -1.83333
-1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.58333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.66667, -1.66667, -0.66667, -1.83333, -0.58333, -0.58333, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.58333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.66667, -1.66667, -0.66667, -1.83333, -0.58333, -0.58333, -1.75, -0.75, -0.75
-1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.75, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -2.0, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.75, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -2.0, -1.75, -1.75, -1.83333
-1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.58333, -1.58333, -1.58333, -1.75, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.58333, -1.58333, -1.58333, -1.75, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.58333, -1.58333, -1.58333, -1.75, -1.75, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.75, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.83333, -1.58333, -1.58333, -1.58333, -1.75, -1.75, -1.75
-1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -1.0, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -1.0, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -1.0, -1.75, -0.75, -0.75, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -1.0, -1.75, -0.75, -0.75
-1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -1.0, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -1.0, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -1.0, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -0.83333, -1.0
-1.83333, -1.83333, -0.83333, -1.83333, -1.0, -1.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -0.25, -1.58333, -1.58333, -0.58333, -1.58333, -0.83333, -1.58333, -1.41667, -1.41667, -0.41667, -1.41667, -0.58333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -1.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -0.25, -1.58333, -1.58333, -0.58333, -1.58333, -0.83333, -1.58333, -1.41667, -1.41667, -0.41667, -1.41667, -0.58333, -0.25, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -1.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -0.25, -1.58333, -1.58333, -0.58333, -1.58333, -0.83333, -1.58333, -1.41667, -1.41667, -0.41667, -1.41667, -0.58333, -0.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -1.83333, -1.83333, -1.83333, -0.83333, -1.83333, -1.0, -0.25, -1.58333, -1.58333, -0.58333, -1.58333, -0.83333, -1.58333, -1.41667, -1.41667, -0.41667, -1.41667, -0.58333, -0.25
-1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.75, -1.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -2.0, -1.0, -1.0, -2.0, -1.0, -0.75, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.75, -1.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -2.0, -1.0, -1.0, -2.0, -1.0, -0.75, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.75, -1.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -2.0, -1.0, -1.0, -2.0, -1.0, -0.75, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.83333, -1.83333, -0.83333, -0.75, -1.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -2.0, -1.0, -1.0, -2.0, -1.0, -0.75
