-0.58333, -1.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -1.58333, -0.58333, -1.58333, -0.75, -1.58333, -1.58333, -0.58333, -1.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -1.58333, -0.58333, -0.58333, -0.58333, -0.5, -1.58333, -0.25, -1.58333, -0.75
-0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, 0.66667, 0.75, 0.66667
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -1.58333, -0.58333, 0.66667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -1.58333, -0.58333, 0.66667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -1.58333, -0.58333, 0.66667, -0.58333, 0.83333, -0.58333, 1.0, 0.41667, 1.08333, 1.0, -0.58333
-0.58333, 0.41667, 0.41667, 0.41667, -0.58333, -1.58333, -0.58333, 0.41667, -0.58333, 0.41667, 0.41667, 0.41667, 1.66667, 1.0, 0.66667, 0.41667, -0.58333, 0.25, 0.25, 0.25, -0.58333, -1.58333, -0.58333, 0.25, -1.58333, 0.25, 0.25, 0.25, 1.41667, 1.0, 0.66667, -0.58333
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.16667, 0.0, 0.41667, -0.5
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.33333, -0.33333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.25, 0.25, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.33333, -0.33333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.25, 0.25, 0.41667
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, 0.66667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333
-0.58333, -0.58333, 0.5, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.5, -0.58333, -0.58333, -0.58333, -0.58333, 0.66667, -0.58333, 0.83333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.33333, -0.58333, -0.16667, -0.58333, -0.58333
-0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 0.83333, -0.58333, -0.58333, 0.66667, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, 1.0, -0.58333, -0.58333, 1.08333, 1.0, 0.0, -0.58333, 0.83333, 0.41667
-0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, 0.66667, -0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, 0.41667, -0.58333, -0.58333, -0.58333, -0.58333, 0.25, -0.58333, -0.58333, 0.66667, -0.58333
-0.75, -0.58333, -0.5, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.58333, -0.5, 0.0, -0.75, -0.58333, -0.58333, -0.5, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.58333, -0.58333, -0.58333, -0.75, -0.58333, -0.33333, -0.5
1.25, 0.41667, -0.58333, -0.58333, -0.58333, 0.66667, -0.58333, 0.41667, 0.41667, -0.58333, -0.58333, 0.41667, -0.58333, 0.66667, 0.41667, -0.58333, 1.25, 0.41667, -0.58333, -0.58333, -0.58333, 0.66667, -0.58333, 0.41667, 0.41667, -0.58333, -0.58333, 0.41667, 0.41667, 1.25, 1.41667, -0.58333
